Año,CO2 (kt),CO2 per cápita (toneladas métricas),Clave_Hash
1997,1364.12,4.753575312,914
1998,1679.49,5.790252849,914
1999,1675.82,5.708374777,914
2000,1668.49,5.600991638,914
2001,1569.48,5.177430741,914
2002,1576.81,5.100139082,914
2003,1518.14,4.807931416,914
2004,1723.49,5.343508847,914
2005,1598.81,4.856024274,914
2006,1521.81,4.531865599,914
2007,1547.47,4.521353712,914
2008,1045.1,2.99808943,914
2009,1642.82,4.630520322,914
2010,2464.22,6.829321287,914
2011,1906.84,5.199844019,914
1992,4136.38,0.961686462,873
1993,2948.27,0.711941344,873
1994,3230.63,0.809223407,873
1995,3428.65,0.883835858,873
1996,4257.39,1.117234098,873
1997,8393.76,2.220951782,873
1998,10593.96,2.805680397,873
1999,10377.61,2.742215454,873
2000,13787.92,3.635213155,873
2001,13362.55,3.516694138,873
2002,14301.3,3.755251294,873
2003,14488.32,3.795422854,873
2004,15610.42,4.080225109,873
2005,16204.47,4.227205673,873
2006,17564.93,4.575983248,873
2007,17590.6,4.580386562,873
2008,20087.83,5.231546645,873
2009,20615.87,5.37188996,873
2010,21147.59,5.513993843,873
2011,23747.49,6.19665215,873
1992,87487.29,8.563751566,922
1993,74451.1,7.271325422,922
1994,65914.33,6.445128092,922
1995,62118.98,6.093680596,922
1996,60157.14,5.920977854,922
1997,59519.08,5.883075714,922
1998,57597.57,5.72028692,922
1999,55819.07,5.562438864,922
2000,53468.53,5.34418061,922
2001,52595.78,5.297721696,922
2002,52390.43,5.310737861,922
2003,53721.55,5.483469429,922
2004,58037.61,5.964810791,922
2005,59064.37,6.112425644,922
2006,61829.29,6.437868284,922
2007,60281.81,6.305628975,922
2008,62815.71,6.592748741,922
2009,60292.81,6.341938992,922
2010,62221.66,6.556549631,922
2011,63303.42,6.682510398,922
1960,44.004,0.47795108,954
1961,36.67,0.38721872,954
1962,69.673,0.715409338,954
1963,62.339,0.622356888,954
1964,84.341,0.818288542,954
1965,84.341,0.794762582,954
1966,80.674,0.737799971,954
1967,121.011,1.073753982,954
1968,102.676,0.884672715,954
1969,135.679,1.13767399,954
1970,121.011,0.990440256,954
1971,143.013,1.146010962,954
1972,157.681,1.240137478,954
1973,146.68,1.13446873,954
1974,154.014,1.172939546,954
1975,176.016,1.320836554,954
1976,176.016,1.302423323,954
1977,198.018,1.44548182,954
1978,216.353,1.556810005,954
1979,209.019,1.479173154,954
1980,190.684,1.322807334,954
1981,183.35,1.242494884,954
1982,172.349,1.13763218,954
1983,172.349,1.106077525,954
1984,172.349,1.074883686,954
1985,190.684,1.156249242,954
1986,205.352,1.2110161,954
1987,227.354,1.304188704,954
1988,249.356,1.392855746,954
1989,300.694,1.638927345,954
1990,311.695,1.66191243,954
1991,359.366,1.880247165,954
1992,355.699,1.830471231,954
1993,377.701,1.911297219,954
1994,374.034,1.854609824,954
1995,377.701,1.824977532,954
1996,308.028,1.441579228,954
1997,388.702,1.754007076,954
1998,370.367,1.608270478,954
1999,601.388,2.516015128,954
2000,689.396,2.7875558,954
2001,711.398,2.789916428,954
2002,366.7,1.398540057,954
2003,385.035,1.430654846,954
2004,396.036,1.434471268,954
2005,414.371,1.462766389,954
2006,432.706,1.488235638,954
2007,458.375,1.536093806,954
2008,451.041,1.473195826,954
2009,469.376,1.495185156,954
2010,553.717,1.721708659,954
2011,550.05,1.670904302,954
1960,157.681,3.551373874,937
1961,176.016,3.868483516,937
1962,157.681,3.383712446,937
1963,150.347,3.151928721,937
1964,201.685,4.124437628,937
1965,179.683,3.586487026,937
1966,201.685,3.954607843,937
1967,212.686,4.090115385,937
1968,223.687,4.220509434,937
1969,198.018,3.667,937
1970,227.354,4.133709091,937
1971,231.021,4.231153846,937
1972,253.023,4.668321033,937
1973,425.372,7.906542751,937
1974,443.707,8.30911985,937
1975,458.375,8.648584906,937
1976,469.376,8.822857143,937
1977,454.708,8.515131086,937
1978,425.372,7.936044776,937
1979,462.042,8.588141264,937
1980,436.373,7.981946223,937
1981,388.702,7.0608901,937
1982,396.036,7.142347022,937
1983,451.041,8.064384051,937
1984,443.707,7.863938465,937
1985,451.041,7.92718549,937
1986,425.372,7.412986651,937
1987,575.719,9.952099431,937
1988,649.059,11.124119492,937
1989,784.738,13.336585034,937
1990,597.721,10.075194687,937
1991,509.713,8.636129513,937
1992,407.037,6.946616606,937
1993,480.377,8.154422,937
1994,473.043,7.974426837,937
1995,465.709,7.794814716,937
1996,476.71,7.928121206,937
1997,476.71,7.879894871,937
1998,462.042,7.581543409,937
1999,495.045,8.077751489,937
2000,495.045,8.006161758,937
2001,495.045,7.920213106,937
2002,524.381,8.335150687,937
2003,509.713,8.0491591,937
2004,671.061,10.528098525,937
2005,443.707,6.916279577,937
2006,520.714,8.070207523,937
2007,517.047,7.968299223,937
2008,388.702,5.955019687,937
2009,465.709,7.095328783,937
2010,476.71,7.320035624,937
2011,392.369,6.07721021,937
1960,1004.76,0.272037723,907
1961,1041.43,0.276621295,907
1962,1100.1,0.286626494,907
1963,1213.78,0.310159434,907
1964,1481.47,0.371215692,907
1965,1510.8,0.371151111,907
1966,1690.49,0.407084848,907
1967,1892.17,0.44656968,907
1968,2178.2,0.50373838,907
1969,2548.57,0.577436614,907
1970,2486.23,0.551786663,907
1971,3061.95,0.665553985,907
1972,3571.66,0.760236181,907
1973,3457.98,0.720636406,907
1974,3516.65,0.717366156,907
1975,4059.37,0.810373151,907
1976,4580.08,0.89457664,907
1977,4481.07,0.856199953,907
1978,5027.46,0.939655385,907
1979,4737.76,0.866274904,907
1980,4668.09,0.835142834,907
1981,4792.77,0.839129259,907
1982,4349.06,0.745316773,907
1983,4290.39,0.719868684,907
1984,4041.03,0.664043162,907
1985,4125.38,0.664145932,907
1986,3777.01,0.595940954,907
1987,4030.03,0.623387096,907
1988,4308.73,0.653551374,907
1989,4994.45,0.742885591,907
1990,5526.17,0.806005065,907
1991,5797.53,0.829103981,907
1992,6673.94,0.935813472,907
1993,8063.73,1.108596111,907
1994,8936.48,1.204561642,907
1995,9460.86,1.250325769,907
1996,10014.58,1.29765447,907
1997,11026.67,1.400948435,907
1998,11455.71,1.427278992,907
1999,11243.02,1.373997368,907
2000,10223.6,1.225922572,907
2001,9823.89,1.156244814,907
2002,9567.2,1.10560774,907
2003,14128.95,1.60366373,907
2004,13083.86,1.458991452,907
2005,12068.1,1.322472482,907
2006,14730.34,1.586749065,907
2007,12445.8,1.318203858,907
2008,13556.9,1.412189336,907
2009,14246.3,1.459841011,907
2010,15350.06,1.547659087,907
2011,16120.13,1.599499039,907
1960,46908.26,0.647067792,872
1961,49203.81,0.658624758,872
1962,53695.88,0.697280743,872
1963,55617.39,0.700749314,872
1964,56735.82,0.694000898,872
1965,56398.46,0.67037227,872
1966,64304.51,0.743447849,872
1967,66193.02,0.744966531,872
1968,77421.37,0.848797467,872
1969,84315.33,0.90094202,872
1970,93761.52,0.976861083,872
1971,102635.66,1.043022036,872
1972,114362.73,1.134051462,872
1973,132463.04,1.282056059,872
1974,143456.71,1.355330722,872
1975,151164.74,1.394106345,872
1976,155154.44,1.396830539,872
1977,162961.48,1.432295134,872
1978,176925.42,1.518254074,872
1979,188322.45,1.578013854,872
1980,187090.34,1.531021008,872
1981,171806.28,1.373270556,872
1982,172176.65,1.3445549,872
1983,166632.15,1.271861926,872
1984,168806.68,1.260216376,872
1985,181248.81,1.32456548,872
1986,198883.41,1.424006917,872
1987,207530.2,1.456991513,872
1988,209363.7,1.442390789,872
1989,214024.46,1.448050239,872
1990,208886.99,1.388939574,872
1991,219330.6,1.434312838,872
1992,220705.73,1.420434655,872
1993,230738.64,1.462108834,872
1994,242154.01,1.511002399,872
1995,258347.48,1.587339242,872
1996,284782.89,1.722791601,872
1997,300547.32,1.790103371,872
1998,312289.05,1.831430313,872
1999,320173.1,1.849075569,872
2000,327983.81,1.865808376,872
2001,337433.67,1.891238736,872
2002,332266.87,1.835266279,872
2003,321621.57,1.751490659,872
2004,337826.04,1.815133482,872
2005,347308.9,1.842690495,872
2006,347668.27,1.823133072,872
2007,363212.68,1.884034471,872
2008,387675.24,1.990428942,872
2009,367147.37,1.866522375,872
2010,419754.16,2.113414545,872
2011,439412.94,2.191393564,872
1960,172.349,0.746312799,876
1961,194.351,0.838898625,876
1962,260.357,1.119410622,876
1963,190.684,0.816329676,876
1964,179.683,0.766085262,876
1965,205.352,0.87245351,876
1966,267.691,1.134077266,876
1967,337.364,1.425762826,876
1968,440.04,1.85515116,876
1969,480.377,2.019145815,876
1970,429.039,1.796292187,876
1971,484.044,2.016530716,876
1972,502.379,2.080752648,876
1973,480.377,1.9770228,876
1974,491.378,2.009405453,876
1975,568.385,2.310198225,876
1976,531.715,2.148829634,876
1977,590.387,2.373081175,876
1978,630.724,2.522542844,876
1979,601.388,2.394289263,876
1980,674.728,2.67540058,876
1981,685.729,2.709534535,876
1982,645.392,2.542555036,876
1983,685.729,2.694257706,876
1984,748.068,2.931358373,876
1985,847.077,3.309812487,876
1986,916.75,3.570760853,876
1987,942.419,3.658331037,876
1988,946.086,3.65956739,876
1989,990.09,3.816052171,876
1990,1074.43,4.126491124,876
1991,1206.44,4.617415732,876
1992,979.089,3.734358313,876
1993,1114.77,4.237195495,876
1994,748.068,2.833429919,876
1995,828.742,3.127776813,876
1996,850.744,3.199007295,876
1997,902.082,3.379293035,876
1998,1140.44,4.256171883,876
1999,1210.11,4.499888443,876
2000,1188.11,4.403041825,876
2001,1221.11,4.511171616,876
2002,1228.45,4.525009301,876
2003,1268.78,4.660168001,876
2004,1294.45,4.739998755,876
2005,1353.12,4.938170817,876
2006,1371.46,4.986394706,876
2007,1430.13,5.178740847,876
2008,1628.15,5.871114076,876
2009,1624.48,5.833678079,876
2010,1518.14,5.430338453,876
2011,1565.81,5.580177618,876
1960,333.697,4.078179041,924
1961,304.361,3.552009056,924
1962,370.367,4.133421872,924
1963,355.699,3.798174052,924
1964,341.031,3.482288912,924
1965,333.697,3.254786637,924
1966,491.378,4.573085156,924
1967,440.04,3.905218317,924
1968,429.039,3.630508733,924
1969,487.711,3.937122099,924
1970,8210.41,63.288956209,924
1971,7517.35,55.390300333,924
1972,9460.86,66.702811698,924
1973,9981.57,67.412549724,924
1974,8184.74,53.011716701,924
1975,7080.98,44.036200474,924
1976,6024.88,36.016098468,924
1977,6395.25,36.791089941,924
1978,9541.53,52.903596755,924
1979,7440.34,39.83351536,924
1980,6882.96,35.652470514,924
1981,1470.47,7.384234895,924
1982,2093.86,10.210898221,924
1983,2706.25,12.829884371,924
1984,1917.84,8.842337005,924
1985,2596.24,11.639756287,924
1986,2299.21,10.021920686,924
1987,3318.64,14.063204509,924
1988,5716.85,23.550372812,924
1989,6347.58,25.416944958,924
1990,6211.9,24.176547741,924
1991,5548.17,20.986783424,924
1992,5504.17,20.236726485,924
1993,5273.15,18.851717986,924
1994,5001.79,17.402184237,924
1995,5097.13,17.277821091,924
1996,5170.47,17.095345,924
1997,5361.15,17.308226741,924
1998,5570.17,17.578566176,924
1999,4231.72,13.068440947,924
2000,6105.56,18.470673475,924
2001,5753.52,17.069020452,924
2002,4855.11,14.139045905,924
2003,4877.11,13.952259574,924
2004,4847.77,13.628827664,924
2005,4620.42,12.767506058,924
2006,4272.06,11.60411517,924
2007,9053.82,24.178409385,924
2008,10029.25,26.338271365,924
2009,8573.45,22.149028625,924
2010,8602.78,21.873222104,924
2011,9743.22,24.392013379,924
1970,3.667,0.012581616,930
1971,3.667,0.012156352,930
1972,3.667,0.011726445,930
1973,3.667,0.011301681,930
1974,3.667,0.010891745,930
1975,3.667,0.01050277,930
1976,3.667,0.010133697,930
1977,7.334,0.019567717,930
1978,11.001,0.028372764,930
1979,22.002,0.054953069,930
1980,22.002,0.053330295,930
1981,25.669,0.060556233,930
1982,33.003,0.07597638,930
1983,29.336,0.065954868,930
1984,51.338,0.112550013,930
1985,62.339,0.132916143,930
1986,55.005,0.113611249,930
1987,102.676,0.204961753,930
1988,110.01,0.212757316,930
1989,62.339,0.117779869,930
1990,128.345,0.239670965,930
1991,187.017,0.349775005,930
1992,216.353,0.409693515,930
1993,187.017,0.360447299,930
1994,212.686,0.415904353,930
1995,249.356,0.489993063,930
1996,304.361,0.594017686,930
1997,396.036,0.760266991,930
1998,385.035,0.721706972,930
1999,385.035,0.702122771,930
2000,399.703,0.708458366,930
2001,388.702,0.669271192,930
2002,418.038,0.698568399,930
2003,377.701,0.612679529,930
2004,308.028,0.485668561,930
2005,396.036,0.608197947,930
2006,392.369,0.588329935,930
2007,392.369,0.575767714,930
2008,421.705,0.606778515,930
2009,388.702,0.549145981,930
2010,487.711,0.677145031,930
2011,561.051,0.766205619,930
1972,22.002,0.02974232,887
1973,51.338,0.067092973,887
1974,88.008,0.111049282,887
1975,187.017,0.227506572,887
1976,594.054,0.695727637,887
1977,781.071,0.879789546,887
1978,832.409,0.901553658,887
1979,942.419,0.982028122,887
1980,986.423,0.990055514,887
1981,1008.43,0.976141086,887
1982,1100.1,1.028167355,887
1983,1030.43,0.930741765,887
1984,1045.1,0.912973174,887
1985,1158.77,0.979567891,887
1986,1323.79,1.083589813,887
1987,1536.47,1.218726601,887
1988,1617.15,1.243866419,887
1989,1774.83,1.32468337,887
1990,2178.2,1.578617118,887
1991,2148.86,1.513178668,887
1992,3274.63,2.242202248,887
1993,3498.32,2.33165862,887
1994,3494.65,2.270529226,887
1995,3523.99,2.235619565,887
1996,3138.95,1.947449695,887
1997,3212.29,1.951757333,887
1998,3832.02,2.28352892,887
1999,3545.99,2.075658757,887
2000,4275.72,2.462152312,887
2001,4334.39,2.459187385,887
2002,4484.74,2.510108738,887
2003,4264.72,2.355629411,887
2004,4378.4,2.385073131,887
2005,4616.75,2.476794833,887
2006,4646.09,2.450894169,887
2007,4701.09,2.435256168,887
2008,4979.79,2.530551369,887
2009,4400.4,2.192294586,887
2010,5232.81,2.555293381,887
2011,4855.11,2.323345006,887
1960,88.008,0.058535378,843
1961,88.008,0.05755057,843
1962,73.34,0.047113813,843
1963,73.34,0.046248971,843
1964,73.34,0.045369205,843
1965,88.008,0.05337603,843
1966,84.341,0.05011724,843
1967,91.675,0.053344141,843
1968,183.35,0.104457459,843
1969,187.017,0.10435343,843
1970,209.019,0.114298604,843
1971,183.35,0.098323803,843
1972,168.682,0.08874721,843
1973,161.348,0.083281416,843
1974,113.677,0.057529778,843
1975,102.676,0.050895741,843
1976,128.345,0.062256494,843
1977,128.345,0.060872683,843
1978,146.68,0.06794377,843
1979,102.676,0.046378137,843
1980,106.343,0.046762778,843
1981,135.679,0.057976062,843
1982,143.013,0.059299836,843
1983,146.68,0.059010342,843
1984,150.347,0.058765291,843
1985,161.348,0.061409198,843
1986,161.348,0.059951429,843
1987,260.357,0.094635251,843
1988,231.021,0.082222072,843
1989,249.356,0.08685321,843
1990,198.018,0.067402765,843
1991,205.352,0.06820173,843
1992,216.353,0.070036622,843
1993,223.687,0.070544851,843
1994,234.688,0.07212962,843
1995,234.688,0.070353494,843
1996,234.688,0.068679194,843
1997,245.689,0.0702388,843
1998,249.356,0.069710385,843
1999,264.024,0.072269805,843
2000,267.691,0.071843143,843
2001,245.689,0.064745695,843
2002,245.689,0.063653562,843
2003,234.688,0.059819121,843
2004,212.686,0.053332885,843
2005,212.686,0.052442445,843
2006,227.354,0.055087916,843
2007,234.688,0.055850117,843
2008,234.688,0.054828457,843
2009,234.688,0.053809109,843
2010,264.024,0.059398336,843
2011,286.026,0.063127814,843
1960,192895.2,10.770847287,875
1961,194182.32,10.627897652,875
1962,207185.5,11.130627485,875
1963,211109.19,11.132102405,875
1964,237801.28,12.305370401,875
1965,252153.92,12.814001474,875
1966,259319.24,12.934918146,875
1967,281896.96,13.810354595,875
1968,303539.59,14.632645199,875
1969,307400.94,14.618648611,875
1970,341485.71,16.014148753,875
1971,352607.72,16.290090266,875
1972,381136.98,17.329425005,875
1973,381621.02,17.059951832,875
1974,389970.78,17.123443061,875
1975,397143.43,17.11161334,875
1976,399317.97,16.979248448,875
1977,408151.77,17.152116658,875
1978,415896.47,17.303065069,875
1979,442067.85,18.2093278,875
1980,443233.96,18.022768959,875
1981,430003.42,17.269213695,875
1982,414811.04,16.45944925,875
1983,408687.15,16.054649199,875
1984,425595.69,16.558854836,875
1985,422079.03,16.270103847,875
1986,405053.15,15.457684056,875
1987,431349.21,16.246674576,875
1988,456053.79,16.95682428,875
1989,463274.11,16.92078279,875
1990,435181.23,15.659070382,875
1991,426780.13,15.149259742,875
1992,440608.39,15.449320164,875
1993,445665.18,15.45655467,875
1994,456955.87,15.696528802,875
1995,467527.83,15.927227363,875
1996,479463.92,16.158854573,875
1997,494601.29,16.493747099,875
1998,506456.7,16.743532741,875
1999,515462.86,16.90086481,875
2000,534483.59,17.370451613,875
2001,527926.99,16.985029519,875
2002,519335.21,16.559377846,875
2003,553185.29,17.463861757,875
2004,552349.21,17.26361022,875
2005,563071.52,17.42608062,875
2006,550233.35,16.893608189,875
2007,560801.64,17.05189953,875
2008,544105.79,16.366164595,875
2009,507424.79,15.08909766,875
2010,496104.76,14.589053539,875
2011,485463.13,14.135813379,875
1960,19523.11,3.664365979,860
1961,20388.52,3.751824984,860
1962,24154.53,4.333572069,860
1963,29104.98,5.111295488,860
1964,28166.23,4.865282038,860
1965,30370.09,5.185731956,860
1966,31528.87,5.327620031,860
1967,32562.96,5.434600874,860
1968,36028.28,5.937701579,860
1969,38096.46,6.208288851,860
1970,40296.66,6.519570443,860
1971,41943.15,6.750434987,860
1972,42973.57,6.863739819,860
1973,46262.87,7.334759289,860
1974,41481.1,6.541311271,860
1975,39097.55,6.168137541,860
1976,40483.68,6.423427895,860
1977,41085.07,6.540985491,860
1978,42218.17,6.720778708,860
1979,39911.63,6.340850586,860
1980,40538.69,6.414949786,860
1981,38859.2,6.11563526,860
1982,36629.66,5.73116759,860
1983,40069.31,6.242518469,860
1984,39174.56,6.08124526,860
1985,39827.29,6.155338532,860
1986,42295.18,6.502824669,860
1987,40252.66,6.150039281,860
1988,40711.03,6.174526108,860
1989,39467.92,5.937782989,860
1990,42610.54,6.345085168,860
1991,42705.88,6.280297083,860
1992,42793.89,6.224236273,860
1993,40751.37,5.873423831,860
1994,41323.42,5.90858368,860
1995,39225.9,5.571316975,860
1996,39885.96,5.640102519,860
1997,41466.44,5.849483122,860
1998,41704.79,5.865651918,860
1999,40700.03,5.697100262,860
2000,39049.88,5.435484985,860
2001,42962.57,5.942384452,860
2002,40718.37,5.589533097,860
2003,40204.99,5.478264412,860
2004,40392.01,5.466042594,860
2005,41374.76,5.563281057,860
2006,41877.14,5.595605199,860
2007,38019.46,5.034944631,860
2008,40392.01,5.281605848,860
2009,41602.12,5.372291182,860
2010,38752.86,4.952499256,860
2011,36596.66,4.625229924,860
1960,13490.89,1.75304482,888
1961,14473.65,1.838272896,888
1962,16725.19,2.076588315,888
1963,17355.91,2.106925052,888
1964,17524.59,2.080412635,888
1965,17766.62,2.062989124,888
1966,18793.38,2.134900941,888
1967,19259.08,2.140990127,888
1968,21224.6,2.310136976,888
1969,22555.72,2.405428706,888
1970,24664.24,2.579437616,888
1971,27095.46,2.781424141,888
1972,28191.9,2.842911421,888
1973,27652.85,2.741331765,888
1974,25955.03,2.530944779,888
1975,23014.09,2.208521015,888
1976,24103.19,2.277272419,888
1977,23109.43,2.150449344,888
1978,22948.09,2.103804022,888
1979,24862.26,2.245873109,888
1980,25265.63,2.248964336,888
1981,24554.23,2.153787614,888
1982,20615.87,1.781971945,888
1983,20839.56,1.77477941,888
1984,22200.02,1.862197809,888
1985,21503.29,1.775872572,888
1986,22247.69,1.808137349,888
1987,22673.06,1.812758965,888
1988,26926.78,2.117466603,888
1989,32386.94,2.505083076,888
1990,33314.7,2.535133011,888
1991,31323.51,2.345618342,888
